CaseID,Activity,startTime,endTime,security,IP,Operator,Department,cloud
254,move,7/31/2022 8:45,7/31/2022 8:48,2,SH,zhao,c,A
254,rename,7/31/2022 8:50,7/31/2022 8:50,2,SH,zhao,a,A
254,write,7/31/2022 8:57,7/31/2022 9:00,2,SH,li,a,B
254,rename,7/31/2022 9:05,7/31/2022 9:05,2,BJ,zhang,b,B
254,read,7/31/2022 9:17,7/31/2022 9:27,2,BJ,zhang,a,B
254,modify,7/31/2022 9:30,7/31/2022 9:33,2,SH,liu,b,A
254,move,7/31/2022 9:38,7/31/2022 9:40,2,BJ,zhang,b,A
254,write,7/31/2022 9:44,7/31/2022 9:47,2,BJ,li,a,A
254,modify,7/31/2022 9:56,7/31/2022 9:58,2,SH,wang,c,B
254,read,7/31/2022 10:08,7/31/2022 10:23,2,BJ,wang,a,B
254,move,7/31/2022 10:25,7/31/2022 10:27,2,SH,zhao,b,B
254,modify,7/31/2022 10:34,7/31/2022 10:36,2,BJ,wang,b,A
254,rename,7/31/2022 10:43,7/31/2022 10:43,2,BJ,zhang,a,B
254,modify,7/31/2022 10:50,7/31/2022 10:52,2,SH,zhao,c,A
255,create,7/31/2022 7:44,7/31/2022 7:45,4,SH,zhang,c,B
255,read,7/31/2022 7:57,7/31/2022 8:08,4,SH,li,a,A
255,modify,7/31/2022 8:16,7/31/2022 8:18,4,SH,zhao,b,A
256,create,7/31/2022 7:52,7/31/2022 7:54,3,BJ,zhao,a,B
256,modify,7/31/2022 8:00,7/31/2022 8:04,3,BJ,zhang,a,B
256,copy,7/31/2022 8:08,7/31/2022 8:09,3,BJ,zhao,c,B
256,delete,7/31/2022 8:12,7/31/2022 8:12,3,BJ,zhang,c,A
257,create,7/31/2022 9:14,7/31/2022 9:15,4,SH,wang,a,A
257,move,7/31/2022 9:19,7/31/2022 9:21,4,SH,zhang,b,A
257,read,7/31/2022 9:34,7/31/2022 9:50,4,SH,wang,b,A
257,delete,7/31/2022 9:58,7/31/2022 9:58,4,SH,li,b,B
258,create,7/31/2022 9:30,7/31/2022 9:32,2,BJ,zhao,c,A
258,copy,7/31/2022 9:35,7/31/2022 9:36,2,SH,li,a,B
258,write,7/31/2022 9:45,7/31/2022 9:49,2,BJ,li,b,B
258,rename,7/31/2022 9:55,7/31/2022 9:56,2,SH,liu,b,A
258,read,7/31/2022 10:04,7/31/2022 10:24,2,SH,liu,c,B
258,move,7/31/2022 10:32,7/31/2022 10:35,2,SH,li,b,A
258,read,7/31/2022 10:47,7/31/2022 11:05,2,BJ,wang,a,A
258,delete,7/31/2022 11:13,7/31/2022 11:13,2,SH,zhao,a,A
259,create,7/31/2022 10:02,7/31/2022 10:04,4,BJ,li,a,B
259,rename,7/31/2022 10:09,7/31/2022 10:09,4,BJ,zhao,b,B
259,write,7/31/2022 10:21,7/31/2022 10:25,4,BJ,wang,a,B
259,move,7/31/2022 10:34,7/31/2022 10:37,4,SH,zhao,b,A
259,write,7/31/2022 10:43,7/31/2022 10:46,4,SH,wang,c,A
259,move,7/31/2022 10:55,7/31/2022 10:57,4,SH,zhang,a,A
259,rename,7/31/2022 11:00,7/31/2022 11:01,4,SH,wang,b,B
259,write,7/31/2022 11:02,7/31/2022 11:05,4,BJ,zhao,c,A
259,move,7/31/2022 11:07,7/31/2022 11:09,4,SH,liu,a,B
259,rename,7/31/2022 11:14,7/31/2022 11:14,4,SH,liu,c,A
259,write,7/31/2022 11:22,7/31/2022 11:25,4,BJ,li,b,A
259,rename,7/31/2022 11:30,7/31/2022 11:30,4,BJ,li,b,B
259,modify,7/31/2022 11:36,7/31/2022 11:37,4,SH,zhang,c,A
259,rename,7/31/2022 11:44,7/31/2022 11:44,4,BJ,liu,a,A
259,read,7/31/2022 11:50,7/31/2022 12:04,4,SH,zhao,a,A
259,move,7/31/2022 12:08,7/31/2022 12:11,4,SH,wang,a,B
259,write,7/31/2022 12:16,7/31/2022 12:19,4,BJ,zhang,b,B
259,modify,7/31/2022 12:22,7/31/2022 12:24,4,SH,wang,a,B
259,copy,7/31/2022 12:26,7/31/2022 12:27,4,BJ,li,a,A
259,move,7/31/2022 12:29,7/31/2022 12:31,4,BJ,li,a,B
259,rename,7/31/2022 12:32,7/31/2022 12:32,4,SH,wang,b,B
259,modify,7/31/2022 12:36,7/31/2022 12:39,4,SH,zhao,b,A
259,rename,7/31/2022 12:40,7/31/2022 12:40,4,BJ,liu,a,A
259,write,7/31/2022 12:45,7/31/2022 12:48,4,BJ,li,a,A
259,move,7/31/2022 12:53,7/31/2022 12:55,4,BJ,wang,b,A
259,modify,7/31/2022 13:00,7/31/2022 13:02,4,BJ,wang,b,A
259,rename,7/31/2022 13:06,7/31/2022 13:07,4,SH,zhao,c,A
259,modify,7/31/2022 13:07,7/31/2022 13:09,4,SH,liu,b,A
259,write,7/31/2022 13:11,7/31/2022 13:15,4,BJ,liu,a,B
259,move,7/31/2022 13:19,7/31/2022 13:20,4,SH,liu,a,B
259,write,7/31/2022 13:32,7/31/2022 13:36,4,BJ,liu,c,A
259,modify,7/31/2022 13:46,7/31/2022 13:48,4,BJ,li,c,B
259,move,7/31/2022 13:53,7/31/2022 13:55,4,SH,li,a,A
259,rename,7/31/2022 13:56,7/31/2022 13:56,4,BJ,zhang,b,A
259,read,7/31/2022 13:59,7/31/2022 14:13,4,BJ,wang,a,B
259,write,7/31/2022 14:24,7/31/2022 14:27,4,BJ,zhang,a,A
259,copy,7/31/2022 14:28,7/31/2022 14:29,4,BJ,zhang,b,B
259,delete,7/31/2022 14:30,7/31/2022 14:30,4,SH,zhao,a,A
260,create,7/31/2022 13:40,7/31/2022 13:41,4,SH,zhao,c,B
260,read,7/31/2022 13:55,7/31/2022 14:10,4,SH,zhang,a,B
260,move,7/31/2022 14:15,7/31/2022 14:17,4,BJ,zhang,c,B
260,write,7/31/2022 14:17,7/31/2022 14:21,4,SH,zhao,c,A
260,modify,7/31/2022 14:31,7/31/2022 14:32,4,SH,li,b,B
260,copy,7/31/2022 14:41,7/31/2022 14:42,4,BJ,liu,c,A
260,read,7/31/2022 14:48,7/31/2022 14:57,4,BJ,wang,b,A
260,copy,7/31/2022 15:04,7/31/2022 15:05,4,SH,wang,a,B
260,rename,7/31/2022 15:06,7/31/2022 15:06,4,BJ,liu,c,A
260,modify,7/31/2022 15:13,7/31/2022 15:16,4,BJ,liu,c,B
260,read,7/31/2022 15:22,7/31/2022 15:33,4,SH,li,b,B
260,copy,7/31/2022 15:36,7/31/2022 15:36,4,SH,wang,c,B
260,read,7/31/2022 15:55,7/31/2022 16:12,4,BJ,li,b,A
260,write,7/31/2022 16:15,7/31/2022 16:18,4,BJ,li,b,A
260,rename,7/31/2022 16:25,7/31/2022 16:26,4,BJ,liu,a,A
260,read,7/31/2022 16:27,7/31/2022 16:46,4,SH,liu,c,A
260,modify,7/31/2022 16:50,7/31/2022 16:53,4,BJ,liu,b,A
260,copy,7/31/2022 17:02,7/31/2022 17:02,4,BJ,wang,a,B
260,write,7/31/2022 17:10,7/31/2022 17:13,4,BJ,zhao,a,A
260,rename,7/31/2022 17:20,7/31/2022 17:20,4,SH,zhang,c,A
260,modify,7/31/2022 17:21,7/31/2022 17:23,4,SH,liu,a,B
260,move,7/31/2022 17:32,7/31/2022 17:35,4,BJ,li,c,A
260,write,7/31/2022 17:39,7/31/2022 17:42,4,SH,liu,b,A
260,modify,7/31/2022 17:53,7/31/2022 17:55,4,BJ,zhang,a,B
260,read,7/31/2022 17:58,7/31/2022 18:22,4,BJ,liu,c,A
260,copy,7/31/2022 18:25,7/31/2022 18:26,4,BJ,li,c,A
260,write,7/31/2022 18:32,7/31/2022 18:35,4,SH,zhang,a,A
260,copy,7/31/2022 18:36,7/31/2022 18:37,4,BJ,zhao,c,B
260,rename,7/31/2022 18:43,7/31/2022 18:43,4,SH,zhao,b,B
260,modify,7/31/2022 18:51,7/31/2022 18:53,4,BJ,li,c,A
260,read,7/31/2022 18:59,7/31/2022 19:23,4,SH,zhang,b,A
260,write,7/31/2022 19:31,7/31/2022 19:35,4,BJ,liu,a,A
260,rename,7/31/2022 19:39,7/31/2022 19:39,4,BJ,zhang,b,A
260,rename,7/31/2022 19:41,7/31/2022 19:42,4,BJ,liu,a,A
260,read,7/31/2022 20:11,7/31/2022 20:36,4,BJ,wang,a,B
260,copy,7/31/2022 20:44,7/31/2022 20:44,4,SH,liu,a,B
260,write,7/31/2022 20:53,7/31/2022 20:56,4,BJ,zhang,a,B
260,copy,7/31/2022 21:04,7/31/2022 21:04,4,SH,li,c,B
260,delete,7/31/2022 21:13,7/31/2022 21:13,4,BJ,wang,a,B
261,create,7/31/2022 14:35,7/31/2022 14:36,1,BJ,liu,a,A
261,write,7/31/2022 14:41,7/31/2022 14:44,1,BJ,li,a,A
262,create,7/31/2022 17:11,7/31/2022 17:13,3,SH,liu,c,B
262,write,7/31/2022 17:15,7/31/2022 17:17,3,SH,liu,a,B
262,modify,7/31/2022 17:28,7/31/2022 17:32,3,SH,wang,a,B
262,rename,7/31/2022 17:36,7/31/2022 17:37,3,SH,zhao,b,B
262,read,7/31/2022 17:42,7/31/2022 17:53,3,SH,wang,c,B
262,modify,7/31/2022 18:03,7/31/2022 18:05,3,BJ,zhang,c,B
262,write,7/31/2022 18:10,7/31/2022 18:14,3,SH,zhang,c,B
262,read,7/31/2022 18:22,7/31/2022 18:46,3,SH,li,b,B
262,write,7/31/2022 18:48,7/31/2022 18:52,3,SH,wang,b,A
262,rename,7/31/2022 18:54,7/31/2022 18:54,3,SH,li,c,A
262,read,7/31/2022 19:19,7/31/2022 19:39,3,SH,wang,a,A
262,modify,7/31/2022 19:41,7/31/2022 19:43,3,BJ,zhao,a,B
262,write,7/31/2022 19:52,7/31/2022 19:55,3,SH,zhang,a,B
262,copy,7/31/2022 20:02,7/31/2022 20:03,3,SH,wang,b,B
262,move,7/31/2022 20:13,7/31/2022 20:14,3,SH,wang,b,B
262,write,7/31/2022 20:20,7/31/2022 20:23,3,BJ,wang,b,A
262,move,7/31/2022 20:23,7/31/2022 20:25,3,BJ,wang,a,A
262,rename,7/31/2022 20:31,7/31/2022 20:31,3,BJ,liu,a,A
262,read,7/31/2022 20:48,7/31/2022 21:01,3,BJ,li,b,B
262,copy,7/31/2022 21:10,7/31/2022 21:11,3,SH,zhang,a,A
262,read,7/31/2022 21:33,7/31/2022 21:55,3,SH,zhao,a,A
262,copy,7/31/2022 22:00,7/31/2022 22:01,3,SH,li,c,B
262,write,7/31/2022 22:12,7/31/2022 22:15,3,SH,wang,a,A
262,move,7/31/2022 22:20,7/31/2022 22:21,3,BJ,liu,a,B
262,rename,7/31/2022 22:29,7/31/2022 22:29,3,SH,wang,c,A
262,read,7/31/2022 22:30,7/31/2022 22:42,3,SH,li,b,A
262,write,7/31/2022 22:49,7/31/2022 22:53,3,SH,liu,b,A
262,read,7/31/2022 22:59,7/31/2022 23:07,3,BJ,wang,b,A
262,modify,7/31/2022 23:12,7/31/2022 23:16,3,SH,liu,c,A
262,move,7/31/2022 23:23,7/31/2022 23:26,3,SH,wang,b,B
262,read,7/31/2022 23:34,7/31/2022 23:48,3,SH,liu,a,B
262,write,7/31/2022 23:53,7/31/2022 23:57,3,BJ,li,a,B
262,write,8/1/2022 0:07,8/1/2022 0:11,3,SH,li,b,A
262,rename,8/1/2022 0:16,8/1/2022 0:17,3,SH,liu,b,A
262,rename,8/1/2022 0:24,8/1/2022 0:24,3,SH,liu,c,B
262,write,8/1/2022 0:31,8/1/2022 0:34,3,SH,zhao,b,B
262,modify,8/1/2022 0:42,8/1/2022 0:45,3,BJ,zhao,a,A
262,read,8/1/2022 1:00,8/1/2022 1:13,3,BJ,wang,b,A
262,copy,8/1/2022 1:14,8/1/2022 1:15,3,BJ,liu,b,A
262,read,8/1/2022 1:17,8/1/2022 1:35,3,SH,zhao,c,A
262,delete,8/1/2022 1:44,8/1/2022 1:44,3,SH,zhao,c,A
263,create,7/31/2022 18:38,7/31/2022 18:39,3,SH,zhao,b,B
263,move,7/31/2022 18:45,7/31/2022 18:48,3,BJ,wang,a,A
263,modify,7/31/2022 18:58,7/31/2022 19:00,3,BJ,wang,a,A
263,write,7/31/2022 19:03,7/31/2022 19:06,3,SH,liu,b,A
263,rename,7/31/2022 19:06,7/31/2022 19:06,3,BJ,zhao,a,A
263,write,7/31/2022 19:11,7/31/2022 19:14,3,SH,zhang,a,A
263,copy,7/31/2022 19:16,7/31/2022 19:17,3,SH,liu,c,B
263,read,7/31/2022 19:44,7/31/2022 20:03,3,BJ,zhao,c,A
264,create,7/31/2022 19:05,7/31/2022 19:06,2,BJ,wang,b,A
264,copy,7/31/2022 19:12,7/31/2022 19:12,2,SH,zhao,b,B
264,rename,7/31/2022 19:14,7/31/2022 19:14,2,BJ,zhao,a,B
264,read,7/31/2022 19:34,7/31/2022 19:48,2,SH,li,b,B
264,move,7/31/2022 19:49,7/31/2022 19:51,2,BJ,zhao,b,B
264,modify,7/31/2022 20:01,7/31/2022 20:03,2,BJ,li,a,B
264,rename,7/31/2022 20:06,7/31/2022 20:07,2,SH,liu,a,B
264,write,7/31/2022 20:15,7/31/2022 20:18,2,SH,wang,a,B
264,rename,7/31/2022 20:26,7/31/2022 20:27,2,BJ,li,b,B
264,modify,7/31/2022 20:28,7/31/2022 20:30,2,BJ,zhang,a,B
265,create,7/31/2022 20:22,7/31/2022 20:24,2,SH,wang,b,B
265,read,7/31/2022 20:36,7/31/2022 21:01,2,SH,liu,c,B
265,delete,7/31/2022 21:09,7/31/2022 21:09,2,SH,li,b,A
266,create,7/31/2022 20:09,7/31/2022 20:10,2,BJ,li,b,A
266,modify,7/31/2022 20:18,7/31/2022 20:21,2,SH,zhao,a,A
266,read,7/31/2022 20:25,7/31/2022 20:39,2,BJ,liu,c,B
266,write,7/31/2022 20:42,7/31/2022 20:46,2,BJ,liu,a,B
266,read,7/31/2022 21:02,7/31/2022 21:12,2,SH,zhang,a,A
266,delete,7/31/2022 21:15,7/31/2022 21:15,2,BJ,li,a,A
267,create,7/31/2022 21:05,7/31/2022 21:07,1,SH,zhao,b,B
267,write,7/31/2022 21:13,7/31/2022 21:17,1,SH,zhang,b,A
267,read,7/31/2022 21:32,7/31/2022 21:52,1,SH,li,a,B
267,move,7/31/2022 21:56,7/31/2022 21:59,1,SH,zhao,b,B
267,rename,7/31/2022 22:03,7/31/2022 22:03,1,SH,li,c,A
267,read,7/31/2022 22:16,7/31/2022 22:25,1,BJ,zhao,a,A
267,move,7/31/2022 22:27,7/31/2022 22:30,1,SH,zhang,c,A
267,rename,7/31/2022 22:33,7/31/2022 22:33,1,BJ,liu,c,A
267,write,7/31/2022 22:38,7/31/2022 22:41,1,SH,wang,a,B
267,read,7/31/2022 22:45,7/31/2022 22:56,1,BJ,zhao,b,A
267,delete,7/31/2022 23:05,7/31/2022 23:05,1,SH,zhang,c,B
268,create,7/31/2022 21:16,7/31/2022 21:19,2,BJ,zhang,c,B
268,modify,7/31/2022 21:24,7/31/2022 21:26,2,BJ,liu,b,B
268,write,7/31/2022 21:27,7/31/2022 21:30,2,BJ,li,c,A
268,rename,7/31/2022 21:35,7/31/2022 21:35,2,SH,zhao,a,B
268,write,7/31/2022 21:45,7/31/2022 21:48,2,SH,wang,c,B
268,move,7/31/2022 21:53,7/31/2022 21:55,2,BJ,wang,b,A
268,modify,7/31/2022 21:55,7/31/2022 21:57,2,SH,wang,b,B
268,copy,7/31/2022 22:05,7/31/2022 22:06,2,SH,zhao,b,A
268,rename,7/31/2022 22:09,7/31/2022 22:10,2,SH,wang,a,A
268,modify,7/31/2022 22:12,7/31/2022 22:15,2,SH,liu,c,A
268,rename,7/31/2022 22:22,7/31/2022 22:22,2,SH,li,c,A
268,read,7/31/2022 22:41,7/31/2022 22:53,2,BJ,wang,c,A
268,move,7/31/2022 22:55,7/31/2022 22:58,2,BJ,zhao,a,B
268,rename,7/31/2022 23:01,7/31/2022 23:01,2,BJ,zhao,a,A
268,read,7/31/2022 23:05,7/31/2022 23:21,2,SH,zhao,c,A
268,move,7/31/2022 23:30,7/31/2022 23:33,2,BJ,zhang,a,B
268,rename,7/31/2022 23:36,7/31/2022 23:36,2,SH,li,b,A
268,read,7/31/2022 23:38,7/31/2022 23:59,2,BJ,li,b,B
268,write,8/1/2022 0:07,8/1/2022 0:10,2,SH,zhao,c,A
268,modify,8/1/2022 0:19,8/1/2022 0:23,2,SH,zhao,c,A
268,rename,8/1/2022 0:31,8/1/2022 0:31,2,SH,li,a,B
268,write,8/1/2022 0:36,8/1/2022 0:40,2,BJ,li,c,B
268,read,8/1/2022 0:58,8/1/2022 1:22,2,BJ,zhang,a,A
268,modify,8/1/2022 1:24,8/1/2022 1:27,2,BJ,li,c,A
268,read,8/1/2022 1:37,8/1/2022 1:46,2,BJ,wang,c,B
268,move,8/1/2022 1:48,8/1/2022 1:50,2,BJ,zhao,c,B
268,rename,8/1/2022 1:55,8/1/2022 1:55,2,SH,liu,b,A
268,modify,8/1/2022 2:01,8/1/2022 2:04,2,SH,liu,a,A
268,write,8/1/2022 2:07,8/1/2022 2:11,2,BJ,zhao,c,A
268,copy,8/1/2022 2:14,8/1/2022 2:14,2,SH,li,c,A
268,delete,8/1/2022 2:18,8/1/2022 2:19,2,BJ,wang,b,A
269,create,7/31/2022 22:31,7/31/2022 22:32,3,BJ,zhao,a,B
269,copy,7/31/2022 22:33,7/31/2022 22:33,3,BJ,liu,a,B
269,write,7/31/2022 22:34,7/31/2022 22:37,3,SH,li,a,B
269,read,7/31/2022 22:53,7/31/2022 23:18,3,BJ,zhao,a,A
270,create,7/31/2022 22:46,7/31/2022 22:47,3,SH,liu,b,B
270,modify,7/31/2022 22:52,7/31/2022 22:55,3,SH,zhang,b,A
270,move,7/31/2022 23:05,7/31/2022 23:08,3,SH,wang,b,A
270,read,7/31/2022 23:33,7/31/2022 23:53,3,SH,zhang,b,B
270,delete,7/31/2022 23:55,7/31/2022 23:55,3,BJ,liu,a,A
271,create,7/31/2022 23:26,7/31/2022 23:27,2,BJ,li,b,B
271,rename,7/31/2022 23:35,7/31/2022 23:35,2,BJ,wang,b,A
271,modify,7/31/2022 23:41,7/31/2022 23:44,2,SH,wang,b,A
271,read,8/1/2022 0:08,8/1/2022 0:31,2,SH,liu,c,A
271,move,8/1/2022 0:33,8/1/2022 0:36,2,SH,liu,a,B
271,rename,8/1/2022 0:40,8/1/2022 0:41,2,SH,liu,a,A
271,read,8/1/2022 0:51,8/1/2022 1:14,2,SH,wang,b,B
271,write,8/1/2022 1:23,8/1/2022 1:26,2,BJ,li,b,B
271,modify,8/1/2022 1:26,8/1/2022 1:29,2,SH,li,b,B
271,move,8/1/2022 1:31,8/1/2022 1:32,2,BJ,zhao,c,B
271,modify,8/1/2022 1:33,8/1/2022 1:35,2,SH,zhao,c,A
271,read,8/1/2022 1:55,8/1/2022 2:18,2,BJ,liu,b,B
271,write,8/1/2022 2:23,8/1/2022 2:26,2,BJ,liu,a,B
271,copy,8/1/2022 2:29,8/1/2022 2:30,2,SH,zhang,b,A
271,write,8/1/2022 2:30,8/1/2022 2:33,2,SH,zhang,b,B
271,move,8/1/2022 2:35,8/1/2022 2:38,2,BJ,zhang,c,A
271,modify,8/1/2022 2:40,8/1/2022 2:43,2,BJ,zhang,b,B
271,rename,8/1/2022 2:45,8/1/2022 2:45,2,BJ,liu,b,A
271,modify,8/1/2022 2:50,8/1/2022 2:52,2,SH,wang,b,B
271,rename,8/1/2022 2:57,8/1/2022 2:57,2,SH,li,a,A
271,read,8/1/2022 3:19,8/1/2022 3:33,2,SH,liu,a,A
271,modify,8/1/2022 3:34,8/1/2022 3:35,2,SH,wang,a,B
271,read,8/1/2022 4:07,8/1/2022 4:32,2,BJ,liu,c,B
271,write,8/1/2022 4:42,8/1/2022 4:45,2,SH,wang,a,B
271,copy,8/1/2022 4:51,8/1/2022 4:51,2,SH,zhang,c,B
271,rename,8/1/2022 4:59,8/1/2022 4:59,2,SH,liu,a,A
271,write,8/1/2022 5:06,8/1/2022 5:09,2,BJ,liu,b,B
271,modify,8/1/2022 5:14,8/1/2022 5:16,2,BJ,zhang,c,A
271,move,8/1/2022 5:21,8/1/2022 5:23,2,SH,liu,c,A
271,modify,8/1/2022 5:27,8/1/2022 5:29,2,SH,li,c,B
271,write,8/1/2022 5:32,8/1/2022 5:35,2,BJ,zhao,c,A
271,move,8/1/2022 5:38,8/1/2022 5:41,2,SH,li,c,A
271,modify,8/1/2022 5:46,8/1/2022 5:49,2,SH,li,c,A
271,move,8/1/2022 5:54,8/1/2022 5:55,2,BJ,liu,b,A
271,read,8/1/2022 6:25,8/1/2022 6:47,2,BJ,wang,b,B
271,delete,8/1/2022 6:50,8/1/2022 6:50,2,SH,li,a,A
272,create,7/31/2022 23:52,7/31/2022 23:53,4,SH,liu,b,A
272,read,8/1/2022 0:12,8/1/2022 0:28,4,BJ,liu,c,A
272,copy,8/1/2022 0:33,8/1/2022 0:33,4,BJ,wang,b,A
272,copy,8/1/2022 0:36,8/1/2022 0:37,4,SH,zhao,b,A
272,rename,8/1/2022 0:42,8/1/2022 0:43,4,SH,zhao,b,B
272,modify,8/1/2022 0:48,8/1/2022 0:50,4,BJ,wang,c,A
272,read,8/1/2022 1:15,8/1/2022 1:36,4,BJ,wang,a,B
272,write,8/1/2022 1:42,8/1/2022 1:45,4,SH,wang,a,B
272,move,8/1/2022 1:48,8/1/2022 1:51,4,SH,liu,c,A
272,rename,8/1/2022 1:59,8/1/2022 1:59,4,BJ,wang,a,A
272,write,8/1/2022 2:00,8/1/2022 2:03,4,BJ,zhang,a,B
272,read,8/1/2022 2:13,8/1/2022 2:29,4,BJ,zhao,c,B
272,move,8/1/2022 2:38,8/1/2022 2:39,4,BJ,wang,a,A
272,rename,8/1/2022 2:41,8/1/2022 2:41,4,BJ,wang,b,B
272,read,8/1/2022 2:46,8/1/2022 3:08,4,SH,wang,a,B
272,copy,8/1/2022 3:12,8/1/2022 3:13,4,BJ,zhang,c,A
272,write,8/1/2022 3:19,8/1/2022 3:23,4,SH,liu,c,B
272,rename,8/1/2022 3:27,8/1/2022 3:27,4,SH,zhao,c,B
272,write,8/1/2022 3:28,8/1/2022 3:32,4,SH,zhao,b,A
272,move,8/1/2022 3:36,8/1/2022 3:38,4,SH,liu,b,A
272,read,8/1/2022 3:51,8/1/2022 4:01,4,SH,zhang,a,B
272,modify,8/1/2022 4:05,8/1/2022 4:06,4,BJ,li,c,B
272,rename,8/1/2022 4:11,8/1/2022 4:11,4,SH,wang,c,B
272,read,8/1/2022 4:12,8/1/2022 4:36,4,SH,li,c,B
272,delete,8/1/2022 4:41,8/1/2022 4:41,4,SH,li,b,B
273,create,8/1/2022 2:16,8/1/2022 2:18,5,BJ,li,b,A
273,write,8/1/2022 2:21,8/1/2022 2:25,5,SH,zhang,c,A
273,move,8/1/2022 2:26,8/1/2022 2:28,5,SH,wang,a,A
273,write,8/1/2022 2:36,8/1/2022 2:39,5,SH,li,b,A
273,rename,8/1/2022 2:44,8/1/2022 2:44,5,SH,li,a,B
273,modify,8/1/2022 2:47,8/1/2022 2:49,5,SH,zhao,c,B
273,read,8/1/2022 2:51,8/1/2022 3:09,5,BJ,zhao,b,B
273,move,8/1/2022 3:16,8/1/2022 3:18,5,BJ,wang,a,B
273,modify,8/1/2022 3:23,8/1/2022 3:25,5,BJ,wang,c,B
273,copy,8/1/2022 3:30,8/1/2022 3:31,5,BJ,li,c,A
273,move,8/1/2022 3:33,8/1/2022 3:35,5,SH,zhang,c,B
273,write,8/1/2022 3:42,8/1/2022 3:46,5,BJ,li,a,B
273,copy,8/1/2022 3:48,8/1/2022 3:48,5,SH,wang,c,B
273,delete,8/1/2022 3:54,8/1/2022 3:54,5,BJ,wang,c,B
274,create,8/1/2022 4:05,8/1/2022 4:07,1,SH,zhang,b,B
274,modify,8/1/2022 4:09,8/1/2022 4:11,1,SH,wang,a,B
274,write,8/1/2022 4:20,8/1/2022 4:24,1,BJ,liu,a,A
274,modify,8/1/2022 4:32,8/1/2022 4:34,1,SH,zhang,a,B
274,copy,8/1/2022 4:36,8/1/2022 4:37,1,SH,zhao,c,B
274,write,8/1/2022 4:39,8/1/2022 4:42,1,BJ,li,a,A
274,modify,8/1/2022 4:46,8/1/2022 4:49,1,SH,zhang,a,B
274,copy,8/1/2022 4:55,8/1/2022 4:55,1,BJ,li,c,A
274,move,8/1/2022 4:57,8/1/2022 5:00,1,BJ,zhao,a,A
274,read,8/1/2022 5:05,8/1/2022 5:14,1,SH,li,c,A
274,delete,8/1/2022 5:18,8/1/2022 5:18,1,SH,li,a,A
275,create,8/1/2022 6:01,8/1/2022 6:03,4,BJ,zhao,c,B
275,rename,8/1/2022 6:09,8/1/2022 6:09,4,BJ,zhang,b,A
275,modify,8/1/2022 6:12,8/1/2022 6:15,4,SH,zhao,a,A
275,copy,8/1/2022 6:22,8/1/2022 6:23,4,SH,zhang,c,B
275,modify,8/1/2022 6:33,8/1/2022 6:36,4,SH,li,c,A
275,move,8/1/2022 6:42,8/1/2022 6:45,4,BJ,liu,a,B
276,create,8/1/2022 7:40,8/1/2022 7:41,4,BJ,li,c,A
276,rename,8/1/2022 7:43,8/1/2022 7:44,4,SH,zhang,b,B
276,read,8/1/2022 7:56,8/1/2022 8:12,4,SH,liu,c,B
276,move,8/1/2022 8:15,8/1/2022 8:18,4,BJ,liu,c,B
276,rename,8/1/2022 8:25,8/1/2022 8:26,4,BJ,wang,a,B
276,read,8/1/2022 8:37,8/1/2022 8:56,4,BJ,wang,c,B
276,modify,8/1/2022 9:06,8/1/2022 9:08,4,SH,li,c,B
276,read,8/1/2022 9:22,8/1/2022 9:39,4,BJ,wang,c,B
276,modify,8/1/2022 9:40,8/1/2022 9:43,4,SH,liu,b,B
276,read,8/1/2022 10:05,8/1/2022 10:30,4,BJ,zhang,c,B
276,modify,8/1/2022 10:38,8/1/2022 10:40,4,SH,liu,a,B
276,move,8/1/2022 10:42,8/1/2022 10:43,4,BJ,liu,b,B
276,modify,8/1/2022 10:54,8/1/2022 10:56,4,SH,li,b,B
276,copy,8/1/2022 11:00,8/1/2022 11:00,4,BJ,zhang,b,B
276,write,8/1/2022 11:08,8/1/2022 11:11,4,BJ,zhang,c,B
276,move,8/1/2022 11:21,8/1/2022 11:24,4,SH,zhao,a,B
276,write,8/1/2022 11:27,8/1/2022 11:30,4,BJ,zhao,a,A
276,modify,8/1/2022 11:38,8/1/2022 11:41,4,BJ,zhang,c,B
276,read,8/1/2022 11:43,8/1/2022 11:58,4,BJ,zhao,b,B
276,write,8/1/2022 12:00,8/1/2022 12:04,4,BJ,zhang,a,A
276,modify,8/1/2022 12:13,8/1/2022 12:16,4,BJ,zhang,a,B
276,move,8/1/2022 12:22,8/1/2022 12:24,4,BJ,li,c,B
276,write,8/1/2022 12:28,8/1/2022 12:31,4,SH,liu,b,B
276,move,8/1/2022 12:35,8/1/2022 12:38,4,BJ,wang,c,A
276,write,8/1/2022 12:41,8/1/2022 12:43,4,BJ,wang,c,A
276,move,8/1/2022 12:48,8/1/2022 12:50,4,SH,li,c,B
276,rename,8/1/2022 12:57,8/1/2022 12:57,4,BJ,wang,c,B
276,modify,8/1/2022 13:03,8/1/2022 13:06,4,SH,zhao,c,B
276,rename,8/1/2022 13:07,8/1/2022 13:07,4,SH,liu,c,A
276,modify,8/1/2022 13:16,8/1/2022 13:18,4,SH,li,b,B
276,read,8/1/2022 13:29,8/1/2022 13:39,4,SH,zhang,a,A
276,write,8/1/2022 13:40,8/1/2022 13:44,4,BJ,zhao,a,B
276,rename,8/1/2022 13:45,8/1/2022 13:45,4,SH,liu,b,B
277,create,8/1/2022 8:02,8/1/2022 8:03,4,SH,li,b,A
